"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Requires Shipping","Variant Taxable","Image Src","Image Alt Text","Status"
"sensor-semente-pul2-agral","Sensor de Semente PUL-2 — Agral | Plantadeiras de Precisão","<p>Sensor de sementes microprocessado de alta precisão para plantadeiras de precisão. Identifica sementes de diferentes tamanhos que passam pelo tubo do sensor, garantindo contagem precisa linha a linha.</p><h2>Compatibilidade</h2><ul><li><strong>Monitores:</strong> Precision Planting 20|20, Dickey John PM400, Agrosystem MP36</li><li><strong>Sensores:</strong> Hy Rate Plus (Dickey John)</li><li><strong>Plantadeiras:</strong> Momentum (Massey Ferguson, Valtra, Fendt)</li></ul><h2>Especificações Técnicas</h2><ul><li><strong>Código:</strong> PUL-2</li><li><strong>Fabricante:</strong> Agral</li><li><strong>Tecnologia:</strong> Microprocessado</li><li><strong>Detecção:</strong> Sementes de tamanhos variados</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Sensor original Agral com garantia</li><li>Compatível com os principais monitores do mercado</li><li>Envio para todo o Brasil</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Sensores Agrícolas","sensor,semente,pul2,agral,plantadeira,precision-planting,pm400,dickey-john,momentum,disponivel","true","Título","Padrão","PUL-2","shopify","0","deny","manual","true","false","Sensor de Semente PUL-2 — Agral_ecommerce.png","Sensor de Semente PUL-2 Agral Plantadeiras Precision Planting","active"
"gps-gr200-greco","GPS Agrícola GR200 — Greco Agro Tech | Navegação de Precisão","<p>Sistema GPS agrícola GR200 com três modos de operação para máxima precisão no campo. Ideal para plantio, pulverização e aplicação em área, reduzindo sobreposição e falhas.</p><h2>Recursos</h2><ul><li><strong>Modo Reto:</strong> linhas paralelas automáticas</li><li><strong>Modo Curvo:</strong> adaptação ao contorno do terreno</li><li><strong>Modo Livre:</strong> traçado manual</li><li>Salva e exibe áreas trabalhadas</li><li>Pintamento de tela para visualização de cobertura</li><li>Barra de luz LED para guia do operador</li></ul><h2>Especificações</h2><ul><li><strong>Modelo:</strong> GR200</li><li><strong>Código:</strong> GR141207</li><li><strong>Fabricante:</strong> Greco Agro Tech</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Produto original com garantia do fabricante</li><li>Envio para todo o Brasil</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","GPS Agrícola","gps,gr200,greco,navegação,barra-de-luz,plantio,pulverização,agricultura-de-precisão,disponivel","true","Título","Padrão","GR141207","shopify","0","deny","manual","true","false","greco_GR141207_ecommerce.png","GPS Agrícola GR200 Greco Agro Tech Navegação de Precisão","active"
"kit-iluminacao-noturna-greco","Kit de Iluminação Noturna Pulverização — Greco Agro Tech","<p>Kit completo de iluminação noturna com luz azul de alta intensidade para operações de pulverização noturna. Aumenta a segurança do operador e a precisão da faixa pulverizada.</p><h2>Recursos</h2><ul><li>Luz azul para melhor visualização da faixa aplicada à noite</li><li>Alta intensidade luminosa</li><li>Fácil instalação no pulverizador</li></ul><h2>Especificações</h2><ul><li><strong>Tipo:</strong> Luz Azul para Pulverização Noturna</li><li><strong>Código:</strong> GR141165</li><li><strong>Fabricante:</strong> Greco Agro Tech</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Produto original com garantia do fabricante</li><li>Envio para todo o Brasil</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Iluminação Agrícola","iluminação,noturna,luz-azul,pulverização,greco,kit,disponivel","true","Título","Padrão","GR141165","shopify","0","deny","manual","true","false","greco_GR141165_ecommerce.png","Kit Iluminação Noturna Pulverização Greco Agro Tech","active"
"kit-ponta-de-cerca-greco","Kit Ponta de Cerca — Greco Agro Tech","<p>Kit ponta de cerca Greco Agro Tech para delimitação e organização de áreas agrícolas. Alta durabilidade para uso intensivo no campo. Disponível em 20 ou 30 metros.</p><h2>Especificações</h2><ul><li><strong>Código:</strong> GR140990</li><li><strong>Fabricante:</strong> Greco Agro Tech</li><li><strong>Comprimentos disponíveis:</strong> 20 metros ou 30 metros</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Produto original com garantia do fabricante</li><li>Envio para todo o Brasil</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Kits Agrícolas","kit,ponta-de-cerca,cerca,greco,disponivel","true","Comprimento","30 Metros","GR140990-30M","shopify","0","deny","manual","true","false","greco_GR140990_ecommerce.png","Kit Ponta de Cerca Greco Agro Tech 30 metros","active"
"kit-ponta-de-cerca-greco","","","APP Agro Peças Padrão","","","","","Comprimento","20 Metros","GR140990-20M","shopify","0","deny","manual","true","false","","",""
"sensor-levante-haste-greco","Sensor de Levante Haste — Greco Agro Tech | Precision Planting PM400","<p>Sensor de levante tipo haste para monitoramento linha a linha em plantadeiras de precisão. Detecta o levante da linha de plantio com alta precisão, compatível com Precision Planting PM400.</p><h2>Compatibilidade</h2><ul><li>Precision Planting PM400</li><li>AGCO — Código original PP727123</li></ul><h2>Especificações</h2><ul><li><strong>Tipo:</strong> Sensor de Levante — Haste</li><li><strong>Código:</strong> GR140682</li><li><strong>Fabricante:</strong> Greco Agro Tech</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Produto original com garantia</li><li>Compatível com PM400 e AGCO PP727123</li><li>Envio para todo o Brasil</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Sensores Agrícolas","sensor,levante,haste,greco,precision-planting,pm400,agco,PP727123,plantadeira,disponivel","true","Título","Padrão","GR140682","shopify","0","deny","manual","true","false","greco_GR140682_ecommerce.png","Sensor de Levante Haste Greco Agro Tech Precision Planting PM400","active"
"sensor-levante-corrente-greco","Sensor de Levante Corrente — Greco Agro Tech | Precision Planting PM400","<p>Sensor de levante tipo corrente para plantadeiras de precisão. Detecta o levante da linha com alta confiabilidade, compatível com Precision Planting PM400.</p><h2>Compatibilidade</h2><ul><li>Precision Planting PM400</li><li>AGCO — Código original PP726780</li></ul><h2>Especificações</h2><ul><li><strong>Tipo:</strong> Sensor de Levante — Corrente</li><li><strong>Código:</strong> GR140012</li><li><strong>Fabricante:</strong> Greco Agro Tech</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Produto original com garantia</li><li>Compatível com PM400 e AGCO PP726780</li><li>Envio para todo o Brasil</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Sensores Agrícolas","sensor,levante,corrente,greco,precision-planting,pm400,agco,PP726780,plantadeira,disponivel","true","Título","Padrão","GR140012","shopify","0","deny","manual","true","false","greco_GR140012_ecommerce.png","Sensor de Levante Corrente Greco Agro Tech Precision Planting PM400","active"
"monitor-fluxo-sementes-gr500-greco","Monitor de Fluxo de Sementes GR500 — Greco Agro Tech","<p>Monitor de fluxo de sementes GR500 da Greco Agro Tech — solução completa para monitoramento de plantadeiras. Kit inclui todos os componentes para instalação imediata.</p><h2>Conteúdo do Kit</h2><ul><li>Monitor GR500</li><li>Cabo de bateria</li><li>Extensão de cabos</li><li>Chicote para ligação dos sensores</li><li>ECU (Unidade de Controle Eletrônico)</li></ul><h2>Especificações</h2><ul><li><strong>Modelo:</strong> GR500</li><li><strong>Código:</strong> GR142398</li><li><strong>Fabricante:</strong> Greco Agro Tech</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Kit completo pronto para instalar</li><li>Produto original com garantia do fabricante</li><li>Envio para todo o Brasil</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Monitores Agrícolas","monitor,fluxo,sementes,gr500,greco,kit,plantadeira,disponivel","true","Título","Padrão","GR142398","shopify","0","deny","manual","true","false","greco_GR142398_ecommerce.png","Monitor de Fluxo de Sementes GR500 Greco Agro Tech","active"
"sensor-fluxo-254mm-greco","Sensor de Fluxo 25,4mm — Greco Agro Tech | Precision Planting PM400","<p>Sensor de fluxo de sementes para tubos de 25,4mm (1 polegada). Compatível com o monitor Precision Planting PM400. Detecção precisa do fluxo de sementes linha a linha.</p><h2>Compatibilidade</h2><ul><li>Precision Planting PM400</li></ul><h2>Especificações</h2><ul><li><strong>Diâmetro do tubo:</strong> 25,4mm (1"")</li><li><strong>Código:</strong> GR142226</li><li><strong>Fabricante:</strong> Greco Agro Tech</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Produto original com garantia</li><li>Compatível com PM400</li><li>Envio para todo o Brasil</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Sensores Agrícolas","sensor,fluxo,25mm,254mm,greco,precision-planting,pm400,plantadeira,disponivel","true","Título","Padrão","GR142226","shopify","0","deny","manual","true","false","greco_GR142226_ecommerce.png","Sensor de Fluxo 25.4mm Greco Agro Tech Precision Planting PM400","active"
"sensor-fluxo-32mm-greco","Sensor de Fluxo 32mm — Greco Agro Tech | Precision Planting PM400","<p>Sensor de fluxo de sementes para tubos de 32mm. Compatível com o monitor Precision Planting PM400 e código AGCO AXC3452630.</p><h2>Compatibilidade</h2><ul><li>Precision Planting PM400</li><li>AGCO — Código AXC3452630</li></ul><h2>Especificações</h2><ul><li><strong>Diâmetro do tubo:</strong> 32mm</li><li><strong>Código:</strong> GR142227</li><li><strong>Fabricante:</strong> Greco Agro Tech</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Produto original com garantia</li><li>Compatível com PM400 e AGCO AXC3452630</li><li>Envio para todo o Brasil</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Sensores Agrícolas","sensor,fluxo,32mm,greco,precision-planting,pm400,agco,AXC3452630,plantadeira,disponivel","true","Título","Padrão","GR142227","shopify","0","deny","manual","true","false","greco_GR142227_ecommerce.png","Sensor de Fluxo 32mm Greco Agro Tech Precision Planting PM400","active"
"sensor-fluxo-508mm-greco","Sensor de Fluxo 50,8mm — Greco Agro Tech | Precision Planting PM400","<p>Sensor de fluxo de sementes para tubos de 50,8mm (2 polegadas). Compatível com o monitor Precision Planting PM400. Indicado para plantadeiras com linhas de maior diâmetro.</p><h2>Compatibilidade</h2><ul><li>Precision Planting PM400</li></ul><h2>Especificações</h2><ul><li><strong>Diâmetro do tubo:</strong> 50,8mm (2"")</li><li><strong>Código:</strong> GR142228</li><li><strong>Fabricante:</strong> Greco Agro Tech</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Produto original com garantia</li><li>Compatível com PM400</li><li>Envio para todo o Brasil</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Sensores Agrícolas","sensor,fluxo,50mm,508mm,greco,precision-planting,pm400,plantadeira,disponivel","true","Título","Padrão","GR142228","shopify","0","deny","manual","true","false","greco_GR142228_ecommerce.png","Sensor de Fluxo 50.8mm Greco Agro Tech Precision Planting PM400","active"
"sensor-semente-greco","Sensor de Semente — Greco Agro Tech | Precision Planting PM400","<p>Sensor de semente para monitoramento linha a linha em plantadeiras de precisão. Compatível com Precision Planting PM400 e código AGCO AXC3452830.</p><h2>Compatibilidade</h2><ul><li>Precision Planting PM400</li><li>AGCO — Código AXC3452830</li></ul><h2>Especificações</h2><ul><li><strong>Tipo:</strong> Sensor de Semente</li><li><strong>Código:</strong> GR142229</li><li><strong>Fabricante:</strong> Greco Agro Tech</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Produto original com garantia</li><li>Compatível com PM400 e AGCO AXC3452830</li><li>Envio para todo o Brasil</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Sensores Agrícolas","sensor,semente,greco,precision-planting,pm400,agco,AXC3452830,plantadeira,disponivel","true","Título","Padrão","GR142229","shopify","0","deny","manual","true","false","greco_GR142229_ecommerce.png","Sensor de Semente Greco Agro Tech Precision Planting PM400","active"
"suporte-dosador-agco-acx3266690","Suporte do Dosador — AGCO ACX3266690 | Plantadeira Momentum","<p>Suporte (bracket) responsável pela fixação e posicionamento do dosador de sementes na linha de plantio. Peça original AGCO fabricada em polímero de alta resistência, garantindo o alinhamento preciso do dosador no conjunto da linha da plantadeira pneumática.</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><h2>Especificações</h2><ul><li><strong>Código AGCO:</strong> ACX3266690</li><li><strong>Tipo:</strong> Suporte estrutural do dosador de sementes</li><li><strong>Material:</strong> Polímero de alta resistência</li><li><strong>Aplicação:</strong> Conjunto de linha de plantio pneumático</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,momentum,suporte,dosador,plantadeira,pneumatica,massey-ferguson,valtra,fendt,oem,disponivel","true","Título","Padrão","ACX3266690","shopify","0","deny","manual","true","false","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/ACX3266690_ecommerce_1.png?v=1778507769","ACX3266690","active"
"suporte-dosador-agco-acx3266690","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/ACX3266690_ecommerce_2.png?v=1778507771","ACX3266690",""
"suporte-dosador-agco-acx3266690","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/ACX3266690_ecommerce_3.png?v=1778507774","ACX3266690",""
"cj-montado-reservatorio-sementes-mec-acx3454710","Conjunto Montado Reservatório de Sementes Mecânico — AGCO ACX3454710","<p>Conjunto montado completo do reservatório de sementes para sistema de dosagem mecânico. Inclui todos os componentes necessários para o armazenamento e alimentação de sementes ao mecanismo dosador da linha de plantio. Peça original AGCO.</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><h2>Especificações</h2><ul><li><strong>Código AGCO:</strong> ACX3454710</li><li><strong>Tipo:</strong> Conjunto montado — reservatório de sementes</li><li><strong>Sistema:</strong> Dosagem mecânica</li><li><strong>Fornecimento:</strong> Conjunto completo pré-montado</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,momentum,reservatorio,sementes,mecanico,conjunto,plantadeira,massey-ferguson,valtra,oem,disponivel","true","Título","Padrão","ACX3454710","shopify","0","deny","manual","true","false","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/ACX3454710_ecommerce_1.png?v=1778507784","ACX3454710","active"
"cj-montado-reservatorio-sementes-mec-acx3454710","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/ACX3454710_ecommerce_2.png?v=1778507786","ACX3454710",""
"cj-montado-reservatorio-sementes-mec-acx3454710","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/ACX3454710_ecommerce_3.png?v=1778507789","ACX3454710",""
"cj-montado-reservatorio-sementes-mec-acx3454710","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/ACX3454710_ecommerce_4.png?v=1778507792","ACX3454710",""
"condutor-sementes-sensor-agco-acw0551840","Condutor de Sementes para Sensor — AGCO ACW0551840","<p>Tubo condutor de sementes com suporte para fixação de sensor de monitoramento de linha. Permite a passagem das sementes da unidade dosadora ao sulcador enquanto viabiliza a instalação de sensores de contagem (compatíveis com monitores como SRM e PM400). Peça original AGCO.</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><ul><li>Monitores de plantio: AGCO SRM, Precision Planting PM400, Dickey-John</li></ul><h2>Especificações</h2><ul><li><strong>Código AGCO:</strong> ACW0551840</li><li><strong>Tipo:</strong> Condutor de sementes com ponto de fixação para sensor</li><li><strong>Aplicação:</strong> Linhas de plantio monitoradas</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,condutor,sementes,sensor,plantadeira,momentum,srm,pm400,massey-ferguson,valtra,oem,disponivel","true","Título","Padrão","ACW0551840","shopify","0","deny","manual","true","false","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/ACW0551840_ecommerce_1.png?v=1778507757","ACW0551840","active"
"condutor-sementes-sensor-agco-acw0551840","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/ACW0551840_ecommerce_2.png?v=1778507759","ACW0551840",""
"condutor-reto-agco-33070004","Condutor Reto de Sementes — AGCO 33070004","<p>Tubo condutor reto para condução de sementes da unidade dosadora ao mecanismo sulcador. Peça de reposição para o sistema de condução de sementes de plantadeiras AGCO. Fabricado em material resistente ao desgaste pelo fluxo contínuo de sementes.</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><h2>Especificações</h2><ul><li><strong>Código AGCO:</strong> 33070004</li><li><strong>Tipo:</strong> Condutor reto</li><li><strong>Aplicação:</strong> Sistema de condução de sementes</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,condutor,reto,sementes,plantadeira,momentum,massey-ferguson,valtra,oem,disponivel","true","Título","Padrão","33070004","shopify","0","deny","manual","true","false","https://cdn.shopify.com/s/files/1/0968/5932/4689/files/33070004_ecommerce.png?v=1778507747","33070004","active"
"tampa-maior-tubo-agco-acx3473430","Tampa Maior do Tubo — AGCO ACX3473430","<p>Tampa de vedação para o tubo de maior diâmetro do sistema de condução de sementes. Garante o fechamento correto do circuito pneumático ou de passagem de sementes, evitando perdas de vácuo ou queda de sementes. Peça original AGCO.</p><h2>Compatibilidade</h2><p>Plantadeiras Pneumáticas AGCO — Massey Ferguson Momentum (MF 505, MF 509, MF 511, MF 513, MF 517), Valtra BP (Bullet Planter) e Fendt Momentum</p><h2>Especificações</h2><ul><li><strong>Código AGCO:</strong> ACX3473430</li><li><strong>Tipo:</strong> Tampa de fechamento — tubo principal</li></ul><h2>Por que comprar na APP Agro Peças?</h2><ul><li>Peça original AGCO com código OEM</li><li>Emissão de nota fiscal</li><li>Envio para todo o Brasil via transportadora ou Correios</li><li>Suporte técnico via WhatsApp</li></ul>","APP Agro Peças Padrão","Industrial & Commercial > Machinery > Agricultural Machinery","Peças para Plantadeira","agco,tampa,tubo,vedacao,plantadeira,momentum,massey-ferguson,valtra,oem,disponivel","true","Título","Padrão","ACX3473430","shopify","0","deny","manual","true","false","https://cdn.shopify.com/placeholder.png","Tampa Maior do Tubo — AGCO ACX3473430","active"
